text,intent,noise_level,split,is_hard_negative
Material dingin,product_description,clean,train,
Kecewa smaa pelayanan,out_of_scope,high,train,
bayar lewat mana,payment_info,low,train,
Eh hai dong,out_of_scope,low,train,
mas bisa bayar pakai mandiri sih,payment_info,medium,train,
halo admin mau nanya pemayaran bisa paaki apa saja ya,payment_info,high,train,
mas spesifikasi bliss makasih,product_description,clean,train,
harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M ini yang berapa,product_price,high,train,
bos spec men's deh,product_description,low,train,
paket 123 udah jalan belum,order_status,clean,train,
misi ready penuh thx,product_stock,low,train,
bundle ada sertifikat ga,product_description,clean,train,
halo aksesori ready stock thanks,product_stock,medium,train,
Opsi pembayaran thx,payment_info,low,train,
kak Kupluk Rajut Unisex Cozy Arctic aweet ga tolong,product_description,high,train,
review Arctic Frost Winter Accessories Bundle,product_description,low,train,
pake cimb bs?,payment_info,low,train,
kak bisa bayar qris ga,payment_info,clean,train,
Stok omniheat size s,product_stock,medium,train,
btw mau beli jacketblue-green-m harganya berapa,product_price,high,train,
omniheat men's solid hooded puffer jacket brpan,product_price,clean,train,
alamat toko dmn,out_of_scope,low,train,
Admin brg ord123 dmn min,order_status,medium,train,
Sis review jaket puffer pria omniheat solid bertudung-biru-kuning-m thx,product_description,medium,train,
whloesale price,out_of_scope,medium,train,
min mau bayar pake cod bisa,payment_info,clean,train,
berapa harga bliss,product_price,clean,train,
Eh cancel pesanan thx,out_of_scope,medium,train,
Btw status pengiriman ord-555 thx,order_status,clean,train,
Spec bundle,product_description,low,train,
mau tanya apakah puffer masih tersedia stoknya,product_stock,low,train,
maaf ganggu mau cek status order #12345 dong,order_status,medium,train,
permisi terima va ga bca ya kak,payment_info,medium,train,
acceptt credit card gak,payment_info,low,train,
Sis pelayanan buruk tolong,out_of_scope,medium,train,
mau bayar pake virtual account,payment_info,low,train,
mas omniheat men's solid hooded puffer jacket-blue-green-m in stock ?,product_stock,medium,train,
jam bbuka tokko,out_of_scope,low,train,
Pesanan #99 udah sampai mana,order_status,low,train,
Warna lain bundle ada,product_stock,low,train,
Admin bisa cek pesanan 12345 ga,order_status,low,train,
Bang kaus kaki campuran wol arctic warmth masih ada please,product_stock,clean,train,
bang berat layar ya,product_description,medium,train,
mas bisa transfer bank dong,payment_info,low,train,
mau beli jaket berapa harganya,product_price,low,train,
omniheat kyk gmn,product_description,clean,train,
permisi bayar lewat mana deh,payment_info,low,train,
Pesanannya belum nyampe juga,order_status,low,train,
Mas mau kerja disini thx,out_of_scope,medium,train,
kak sarung tangan musim dingin arctic layar loh sentuh masih ada ga stoknya,product_stock,medium,train,
dimensi jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,low,train,
Hi pesanan belum sampai juga ?,order_status,high,train,
Mau tanya untuk pembayarannya bs eh pkaai metode apa aja ya,payment_info,medium,train,
Mau tanya bisa bayar pakai gopay tidak ya,payment_info,clean,train,
kak mau tanya pesanan saya dengan nomor nomor 888 sudah diproses belum ya,order_status,medium,train,
gan halo min mau nanya jaket masih ya rready stock tidak ya makasih,product_stock,medium,train,
Omniheat mahal ga,product_price,medium,train,
sis produk bea sama gamb4r makasih,out_of_scope,high,train,
mau tanya apakah Paket Aksesori Musim Dingin Arctic Frost masih tersedia stoknya,product_stock,low,train,
ada stoknya,product_stock,clean,train,True
mas info produk omniheat men's solid hooded puffer jacket-blue-yellow-m ya,product_description,low,train,
Halo hrgnyanya bertudung-biru-hijau-l brp,product_price,high,train,
Min hrg sih omniheat normal men's solid hooded puffer jacket-blue-green-m berapah deh,product_price,high,train,
admin omniheat men's solid hooded puffer jacket-blue-yellow-l dijual berapa,product_price,clean,train,
mba hai please,out_of_scope,medium,train,
Min halo nih,out_of_scope,medium,train,
btw hooded import atau lokal ??,product_description,low,train,
mba dropship bs ga pls,out_of_scope,high,train,
Sis jadi reseller gimana ya,out_of_scope,clean,train,
Availability hooded,product_stock,clean,train,
permisi mau nanya harga untuk omniheat men's solid hooded puffer jacket-blue-green-l berapa ya,product_price,medium,train,
paket mahal loh ga,product_price,medium,train,
lagi sale omniheat ga,product_price,low,train,
Cek dong pesanan ord001 udah diproses belum,order_status,clean,train,
mba kok lama bgt order id 7788 thx,order_status,medium,train,
btw spec stylish ??,product_description,low,train,
Gan proses refund berapa lama ??,out_of_scope,medium,train,
paket pesanan 111 udah jalan belum please,order_status,medium,train,
Info warmth,product_description,clean,train,
availability jacket-blue-green-l,product_stock,clean,train,
Accept bayar di tempat gak,payment_info,low,train,
paket dijual berapa,product_price,low,train,
Tersedia bertudung-biru-hijau-l ga,product_stock,clean,train,
status pengiriman 12345,order_status,low,train,
bertudung sertifikat ada ga,product_description,medium,train,
diana pesanan saya,order_status,low,train,
min mau bayar pake cash bisa,payment_info,clean,train,
sis cara pakai emm jacket-blue-green-l ??,product_description,medium,train,
kak bisa bayar bca ga,payment_info,medium,train,
bos mana nih orderan gw dong,order_status,high,train,
Wool terbuat dari apa,product_description,clean,train,
Bayar di tempat bisa,payment_info,clean,train,
dimana pesanan saya,order_status,low,train,
cek resi nomor 888,order_status,clean,train,
spec arctic warmth wool blend socks apa,product_description,clean,train,
harga kupluk berapa,product_price,clean,train,
stock pria berapa nih,product_stock,medium,train,
material Arctic Warmth gitu Wool Blend Socks,product_description,low,train,
omniheat men's solid hooded puffer jacket-blue-yellow-l seperti apa,product_description,low,train,
opsi bayar apa,payment_info,low,train,
cara bayar gimana,payment_info,low,train,
Detail harga,product_price,clean,train,True
Harga arctic warmth wool blend socks sekarang,product_price,clean,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-l berapa hrgnya ya,product_price,low,train,
bagaimana ya,product_description,clean,train,True
bisa kredit ga,payment_info,medium,train,
min info lengkap omniheat men's solid hooded puffer jacket-blue-green-m dong,product_description,clean,train,
terima credit card tidak,payment_info,clean,train,
btw prai msh ready,product_stock,high,train,
rajut waterproof ga,product_description,low,train,
admin bisa nih pake bca ga please,payment_info,high,train,
kak bisa pake qrris ?,payment_info,low,train,
gan jadi reseller gimana,out_of_scope,medium,train,
cek dong pesanannya ORD-001 udah diproses belom,order_status,medium,train,
ada promo cicilan ga,payment_info,low,train,
Paket murah ga,product_price,clean,train,
halo min mau nanya rajut masih ready stock tidak ya,product_stock,low,train,
cek dong pesanan 123 udah diproses belum,order_status,clean,train,
harga blend sekarang,product_price,medium,train,
jacket-blue-green-m ukurannya apa aja,product_description,medium,train,
bisa bayar di tempat ga kak,payment_info,low,train,
misi cara perawatan paket sih,product_description,medium,train,
Info harganya,product_price,clean,train,True
hai terima qris tidak ?,payment_info,medium,train,
Bertudung-biru-kuning-l ready stock,product_stock,clean,train,
Mba dtl penuh nih,product_description,low,train,
stok pria abis blm,product_stock,low,train,
Kak hrg rajut brp thanks,product_price,medium,train,
kak paket hrgnya berapah ya,product_price,low,train,
layar bagus ga,product_description,medium,train,
permisi kak wool harganya berapa ya ya kak,product_price,medium,train,
Barang saya udah dikirim belum,order_status,low,train,
ordran aku statusnya apa,order_status,high,train,
bang mau tau harga layar nih,product_price,low,train,
Btw tracking pesanaan 333 makasih,order_status,medium,train,
berapaan sentuh,product_price,low,train,
fitur jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_description,high,train,
cara bayar orderan,payment_info,low,train,
Cek status ord001,order_status,low,train,
Tambah item pesanan ke,out_of_scope,medium,train,
hai paket saya sudah sampai mana tolong,order_status,medium,train,
Stock kan kaus berapa,product_stock,low,train,
min OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L bgmn pls,product_description,medium,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-l kyk gmn,product_description,clean,train,
mau tanya apakah Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M masih tersedia stokyna,product_stock,medium,train,
hi pelayanan buruk ?,out_of_scope,clean,train,
spesifikasi syal,product_description,low,train,
kisaran harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_price,medium,train,
kak boleh tau spesifikasi stylish tidak,product_description,medium,train,
mba kak jacket-blue-green-m harganya berapa ya thanks,product_price,medium,train,
min stok cozy masih ada,product_stock,clean,train,
Bertudung-biru-hijau-l berapa duit,product_price,clean,train,
misi harga dingin sekarang nih,product_price,medium,train,
pake bri bs?,payment_info,clean,train,
Cara refund gimana thanks,out_of_scope,low,train,
Berapa harga penuh,product_price,clean,train,
min mau nanya fitur layar apa aja pls,product_description,clean,train,
mba spec Arctic Cozy Knit Uinsex Beanie apa dong,product_description,medium,train,
hi kak penuh masih ada ga stoknya dong,product_stock,high,train,
Dimensi omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,clean,train,
terima credit deh card gak,payment_info,medium,train,
berapa ya harga jacket-blue-green-m,product_price,medium,train,
Min hrgnnya kupluk brp,product_price,high,train,
berapaan men's,product_price,clean,train,
jaket puffer pria omniheat solid bertudung-biru-kuning-m warna hitam ada,product_stock,clean,train,
gimana pesanannya,order_status,medium,train,True
jacket-blue-green-l sold ou?,product_stock,medium,train,
admin bisa cek pesanan #99 ga,order_status,medium,train,
brg 99 dmn,order_status,low,train,
Stock ya omniheat berapa,product_stock,medium,train,
hi kapan deh pesanan pesanan 111 sampai thx,order_status,low,train,
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L dijual berapa,product_price,clean,train,
kak kualitas aksesori ?,product_description,medium,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L bgmn,product_description,medium,train,
omniheat men's solid hooded puffer jacket-blue-yellow-l ready stock,product_stock,clean,train,
Sis material wool ya kak,product_description,medium,train,
Mba duit puffer deh,product_price,high,train,
Kupluk rajut unisex arctic cozy msh ad?,product_stock,clean,train,
cod available ga,payment_info,medium,train,
bayar pake apa sih,payment_info,low,train,
cara pembayaran ya gimmana,payment_info,medium,train,
permisi mau tanya dong harga arctic cozy knit unisex beanie yang ada di toko berapa ya thx,product_price,medium,train,
Permisi mau nanya harga untuk bertudung-biru-kuning-l berapa ya,product_price,clean,train,
pria ready stock,product_stock,clean,train,
Berat kupluk rajut unisex arctic cozy,product_description,clean,train,
mau tau speknya,product_description,clean,train,True
bang tracking pesanan ORD123 nih,order_status,clean,train,
Misi kaus kaki campuran wol arctic warmth original ga tolong,product_description,medium,train,
orderan saya sttusnya apa,order_status,high,train,
brg #777 deh dmn,order_status,medium,train,
Arctic warmth wool blend socks bisa dibeli ga,product_stock,clean,train,
Warmth import atau lokal,product_description,high,train,
hai ready Arctic Frost Winter Accessories Bundle tolong,product_stock,high,train,
Permisi ad kupluk rajut unisex arctic cozy g,product_stock,medium,train,
order ORD-555 udah diproses belum,order_status,clean,train,
ad stok jaket puffer pria omniheat solid bertudung-biru-hijau-m g,product_stock,low,train,
bisa pake bni ga,payment_info,clean,train,
Paket Aksesori Musim Dingin Arctic Frost lagi diskon ga,product_price,low,train,
cek harga omniheat men's hmm solid hooded pfufer jacket,product_price,low,train,
orderan gw kok ga nyampe,order_status,medium,train,
Terima va bca ga,payment_info,clean,train,
admin aksesori ready stock makasih,product_stock,low,train,
Harganya omniheat men's solid hooded puffer jacket-blue-green-m brp thanks,product_price,high,train,
Permisi stock hooded berapa dong,product_stock,high,train,
karakteristik bliss,product_description,medium,train,
Metode bayar apa aja,payment_info,high,train,
tolong jelasin tentang Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M dong,product_description,low,train,
penjeelasan ajcket-blue-yellow-l,product_description,high,train,
bang order 123 udah loh diproses belum thanks,order_status,high,train,
Kupluk rajut unisex arctic cozy masih ada,product_stock,clean,train,
Pembayaran ready,payment_info,clean,train,True
5iaapa kamu,out_of_scope,medium,train,
hi opsi bayar apa ??,payment_info,high,train,
kapan ya kira-kira nih sampai,order_status,high,train,
cek harga kaus,product_price,clean,train,
Review sarung tangan musim dingin arctic layar sentuh,product_description,clean,train,
Tukar barang,out_of_scope,medium,train,
sisa pria berapa,product_stock,clean,train,
cek pesanan #12345,order_status,low,train,
min info lengkap jacket-blue-yellow-l dong,product_description,medium,train,
kak boleh tau spesifikasi sentuh tidak,product_description,clean,train,
Beraat acessories,product_description,high,train,
permisi mau tau orderan udah 333 sampe mana thx,order_status,high,train,
ada promo men's ga,product_price,clean,train,
Eh duit jacket-blue-yellow-l makasih,product_price,medium,train,
ada toko offline,out_of_scope,low,train,
Warna omniheat ada apa aja,product_description,medium,train,
Bundle sih brp duit,product_price,medium,train,
Stk bertudung masih banyak ga,product_stock,high,train,
Sis duit paket sih,product_price,medium,train,
Kak mau tanya dong harga blend yang ada di toko berapa ya deh,product_price,clean,train,
omniheat meens solid hooded puffer murah jacket-blue-yellow-l ga,product_price,high,train,
cost stylish,product_price,low,train,
Cara refnud gimna,out_of_scope,medium,train,
hai pesanannya aku sudah belom diproses sih,order_status,high,train,
winter brpan,product_price,clean,train,
harga normal wool berapa,product_price,low,train,
harga satuan jacket-blue-yellow-l,product_price,medium,train,
halo min mau tanya dong kiriman saya nomor ord001 itu udah sampai mana ya,order_status,low,train,
winter aawet ga,product_description,medium,train,
halo cara refund gimana,out_of_scope,low,train,
sis mau tau ordran 123 udah sampe mana ya kak,order_status,medium,train,
lacak pesanan ORD-555,order_status,low,train,
bertudung all size ready ga,product_stock,clean,train,
stok tersedia winter,product_stock,low,train,
mas bisa transfer bank thx,payment_info,high,train,
hai kamu bot ya nih,out_of_scope,high,train,
status paket #555,order_status,medium,train,
ganti ukuran,out_of_scope,low,train,
pria awet ga,product_description,low,train,
orderan 123 posisinya dimana,order_status,clean,train,
Mau cek status pesanan,order_status,clean,train,
bertudung-biru-kuning-l kosong ga,product_stock,medium,train,
harga accessories yang ini berapa ??,product_price,low,train,
Arctic cozy knit unisex beanie kosong ga,product_stock,high,train,
Mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,clean,train,
harga campuran yyang ini berapa,product_price,high,train,
kelebihan kaus kaki campuran wol arctic warmth,product_description,low,train,
available jenius ga,payment_info,clean,train,
cek dong pesanan ord-001 udah diproses belum,order_status,high,train,
penuh kosong ga,product_stock,clean,train,
stok wool masih banyak ga,product_stock,low,train,
Barang saya kapan sampai,order_status,low,train,
hai admin bisa cek pesanan 111 ga please,order_status,low,train,
hi status paket peanan 111 tolong,order_status,high,train,
stk tangan,product_stock,low,train,
Permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low,train,
eh ada layar ga nih,product_stock,high,train,
Sis bertudung-biru-kuning-l msh ad?,product_stock,medium,train,
omniheat men's solid hooded puffer jacket-blue-green-m ukuran m ada ga,product_stock,clean,train,
bos dtl wool tolong,product_description,low,train,
kisaran harga penuh,product_price,low,train,
kak info produk omniheat men's solid hooded puffer jacket-blue-green-l thx,product_description,medium,train,
warmth brp duit,product_price,clean,train,
Material omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,low,train,
jaket rdy g,product_stock,high,train,
min barang saya kapan sampai,order_status,high,train,
diskon penuh brp persen,product_price,medium,train,
admin bsa cek pesanan ORD-555 ga,order_status,medium,train,
spesifikasi omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,low,train,
estimasi pengiriman order ord001,order_status,low,train,
bisa pake credit card ga,payment_info,medium,train,
warmth harga promo berapa,product_price,low,train,
kak men's in stock,product_stock,high,train,
mba pelayanan buruk please,out_of_scope,low,train,
Material pria,product_description,high,train,
Syal seperti apa,product_description,medium,train,
ad Arctic Warmth Wool Blend Socks g,product_stock,low,train,
jacket-blue-green-m all size ready ga,product_stock,low,train,
proses refund berapa lama,out_of_scope,low,train,
permisi mau nanya harga untuk tangan berapa ya,product_price,clean,train,
bos min inffo lengkap OmniHeat Men's Solid Hooded Pufer Jacket dong please,product_description,medium,train,
Orderan saya gimana,order_status,clean,train,
spesifikasi jacket,product_description,high,train,
Bayar pake apa sih,payment_info,clean,train,
Min mau tanya bs bayar pakai transfer bank tidak ya thx,payment_info,medium,train,
OmniHeat Men's Sold Hooded Puffer Jacket-Blue-Yellow-M msh ad?,product_stock,low,train,
pria sep3rti apa,product_description,high,train,
Bos mau tau harganya sih,product_price,medium,train,True
detail harga,product_price,medium,train,True
bingung nih,out_of_scope,low,train,True
stock jacket-blue-green-l berapa,product_stock,clean,train,
spec OmniHeat Men's Solid Hooded Puffer Jacket apa,product_description,clean,train,
alamat took dmiana,out_of_scope,medium,train,
Permisi bertudung-biru-kuning-l msh ready min,product_stock,medium,train,
btw halo admin mau nanya pembayaran bisa pakai apa saja ya ya,payment_info,medium,train,
Omniheat men's solid hooded puffer jacket-blue-green-m rdy g,product_stock,medium,train,
Test,out_of_scope,low,train,
admin nifo omniheat men's solid hooded puffer jacket-blue-green-l ?,product_description,low,train,
Min ready omniheat men's solid hooded puffer jacket-blue-green-l ya,product_stock,clean,train,
Psnan gw gmn,order_status,clean,train,
Sisa stok scarf,product_stock,low,train,
Gimana pesanannya,order_status,low,train,True
Permisi kak orderan saya yaang 333 kok blum dateng,order_status,high,train,
winter original ga,product_description,low,train,
Gan bahan arctic warmth wool blend socks apa ya kak,product_description,medium,train,
Min speifikasi aksesori thanks,product_description,high,train,
ada masalah,out_of_scope,clean,train,True
karakteristik Kupluk Rajut Unisex Arctic loh Cozy,product_description,low,train,
bisa return abrang ga,out_of_scope,high,train,
Mau tayna apakah jcaket masih tersedia stoknya,product_stock,medium,train,
Mas kamu bot ya,out_of_scope,high,train,
Omniheat men's solid hooded puffer jacket-blue-green-m mahal ga,product_price,clean,train,
eh harga jual dinngin ya,product_price,medium,train,
omniheat men's solid hooded puffer jacket-blue-yellow-l msh ad?,product_stock,clean,train,
uang saya kapan dikembalikan,out_of_scope,medium,train,
kualitas layar,product_description,low,train,
Cek status 111,order_status,clean,train,
Stk bertudung,product_stock,medium,train,
pembayaran apa saja yang tersedia,payment_info,medium,train,
Bingung nih,out_of_scope,clean,train,True
Mba caraa pakai blend ?,product_description,high,train,
aksesori berapa harganya ya,product_price,medium,train,
min barang salah kirim please,out_of_scope,low,train,
Terima pembayaran apa,payment_info,medium,train,
mba cara pembayaran gimana,payment_info,medium,train,
jam operasinoal,out_of_scope,medium,train,
Tarif penuh,product_price,low,train,
Omniheat men's solid hooded puffer jacket msh ad?,product_stock,clean,train,
Hai halo please,out_of_scope,high,train,
harganya OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L brp,product_price,medium,train,
tambah item ke pesanan,out_of_scope,clean,train,
cek harga $tylish,product_price,medium,train,
lacak order order-123,order_status,high,train,
Admin dimana pesanan saya please,order_status,low,train,
Btw kak boleh tau spesifikasi jaket puffer pria omniheat solid bertudung-biru-hijau-m tidak ?,product_description,medium,train,
admin ketersediaan jaket puffer pria omniheat solid bertudung-biru-hijau-m min,product_stock,high,train,
btw edit pesanan thanks,out_of_scope,low,train,
sis ad stok bundle g min,product_stock,high,train,
brp Paket Aksesori Musim Dingin Arctic Frost,product_price,clean,train,
Min harga warmth berapa,product_price,low,train,
jacket-blue-green-l original ga,product_description,low,train,
bliss kyk gmn,product_description,low,train,
kapan campuran ready lagi,product_stock,low,train,
hai status order #777 min,order_status,high,train,
sis ada accessories ga thanks,product_stock,clean,train,
Kak boleh tau spesifikasi kaus tidak,product_description,clean,train,
gan aksesori in stock ?,product_stock,high,train,
sisa jacket berapa,product_stock,high,train,
rajut ready ga,product_stock,medium,train,
hooded bgmn,product_description,low,train,
mau tanya apakah jacket-blue-green-m masih tersedia stoknya,product_stock,low,train,
Cek dong pesanan 1 udah diproses blom,order_status,low,train,
Spec blend,product_description,clean,train,
Cek resi ord-999,order_status,clean,train,
kapan layar ready lagi,product_stock,clean,train,
halo kak mau beli paket masih ada stok ga ?,product_stock,medium,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M waterproof ga,product_description,medium,train,
halo omniheat mens solid hooded puffer jacket-blue-green-l bisa dicuci mesin tolong,product_description,high,train,
kalo mau bayar pake va bisa ga min,payment_info,clean,train,
jaket harga promo berapa,product_price,clean,train,
Fitur sarung tangan musim dingin arctic sentuh layar,product_description,medium,train,
brg gw 99 dmn,order_status,low,train,
barang ready,product_stock,clean,train,True
Omniheat men's solid hooded puffer jacket-blue-green-l kyk gmn,product_description,clean,train,
bundle dijual sih berapa,product_price,medium,train,
Lacak pesanan ord-001,order_status,high,train,
kak bs bayar cicilan ga,payment_info,low,train,
omniheat men's solid hooded puffer jacket-blue-yellow-m rdy g,product_stock,clean,train,
Mba barang saya udah dikirim belum thx,order_status,clean,train,
sisa paket aksesori musim dingin arctic frost berapa,product_stock,low,train,
program affiliate,out_of_scope,low,train,
Accessories harganya berapa,product_price,medium,train,
Pesanan ord123 udah sampai mana,order_status,low,train,
Halo min mau tanya dong pesanan saya nomor 99 itu udah sampai mana ya,order_status,medium,train,
Estimasi pengiriman order #555,order_status,high,train,
bisa pake cash ga,payment_info,low,train,
help,out_of_scope,clean,train,True
harga bliss yang ini berapa,product_price,low,train,
psnan gw gmn,order_status,clean,train,
admin bliss ready ga,product_stock,low,train,
csot satuan penuh,product_price,medium,train,
sisa jacket-blue-green-l berapa,product_stock,clean,train,
kak stk paket aksesori musim dingin arctic frost pls,product_stock,medium,train,
Bayar pake apa hmm sih,payment_info,high,train,
Bang byr dmn min,payment_info,high,train,
pria ready ga,product_stock,low,train,
hi bayar di tempaat bisa thanks,payment_info,high,train,
Permisi kak orderan saya yang order-123 kok belum dateng,order_status,low,train,
Admin ga ngerti ya,out_of_scope,medium,train,True
admin accept cicilan ga ?,payment_info,medium,train,
Nomor telepon toko,out_of_scope,medium,train,
kak rajut all size ready ga thanks,product_stock,medium,train,
Admin jam operasoinal min,out_of_scope,high,train,
halo min info lengkap kuplk dong min,product_description,high,train,
Ga ngerti,out_of_scope,low,train,True
Stock available campuran,product_stock,clean,train,
kupluk msh ad?,product_stock,low,train,
mana nih ordran gw,order_status,medium,train,
Barang tidak sesuai mau tukar,out_of_scope,low,train,
price list pria,product_price,medium,train,
Barangnnya salah kirim,out_of_scope,high,train,
Bundle msh ad?,product_stock,clean,train,
status paket 12345,order_status,low,train,
Bertudung bagus ga,product_description,clean,train,
min order saya kok lama thx,order_status,medium,train,
gan Kupluk Rajut Unisex Arctic Cozy terbuat dari apa ??,product_description,clean,train,
Layar ready ga,product_stock,low,train,
availability bertudung-biru-kuning-l please,product_stock,high,train,
sis availability bertudung thx,product_stock,low,train,
kalo mau bayar pake linkaja bisa ga min,payment_info,low,train,
order #777 udah diproses blm,order_status,low,train,
Bos apa kabar thx,out_of_scope,medium,train,
Mau kerrja disini,out_of_scope,low,train,
Permisi admin syal dijual berapa pls,product_price,low,train,
bang bisa trasfer bank,payment_info,medium,train,
halo byr dmn ?,payment_info,medium,train,
Ada masalah,out_of_scope,medium,train,True
tolong jelasin tentang ya puffer dong,product_description,medium,train,
halo min mau nanya Arctic Frost Winter Accessories Bundle masih ready stock tidak ya,product_stock,medium,train,
Bos udah berapa hari kok belum nyampe ??,order_status,clean,train,
terima pembayaran apa,payment_info,clean,train,
warmth tinggal berapa nih,product_stock,clean,train,
Wool keren g,product_description,high,train,
bliss kyk gmn makasih,product_description,low,train,
berapaan omniheat men's solid hooded puffer jacket-blue-green-l,product_price,medium,train,
Mau kerja disini,out_of_scope,clean,train,
Lacak pesaan 1,order_status,high,train,
barang rusak,out_of_scope,low,train,
size L warmth ready,product_stock,high,train,
hrg Arctic Warmth Wool Blend Socks brp,product_price,clean,train,
stylish waterproof ga,product_description,low,train,
range harga Arctic Cozy Knit Unisex Beanie,product_price,clean,train,
Mas tangan harganya berapa,product_price,high,train,
tracking pesanan ord-999,order_status,clean,train,
jacket-blue-green-m bisa dicuci mesin,product_description,clean,train,
baya bertudung-biru-hijau-l,product_price,low,train,
pake va bs?,payment_info,low,train,
info penhu,product_description,medium,train,
bsia ambil langssung ga,out_of_scope,medium,train,
range harga jacket-blue-green-m,product_price,high,train,
puffer ready stock,product_stock,low,train,
Admin men's seperti apa thx,product_description,low,train,
tracking order 123,order_status,low,train,
price list omniheat men's solid hooded puffer jacket-blue-yellow-l,product_price,clean,train,
paket aksesori musim dingin arctic frost brpan,product_price,low,train,
Halo mau tanya apakah rajut masih tersedia stoknya sih,product_stock,clean,train,
harga jacket-blue-green-l sekarang,product_price,clean,train,
Estimasi pengiriman order pesanan 111,order_status,medium,train,
mas blend ada sertifikat ga thx,product_description,clean,train,
jam operasional,out_of_scope,low,train,
admin stylish all size rady ga nih,product_stock,low,train,
spec Arctic Cozy Knit Unisex Beanie,product_description,low,train,
Stylish harga promo berapa,product_price,clean,train,
Opsi bayar apa,payment_info,clean,train,
jam bka toko,out_of_scope,low,train,
Bisa pake qris,payment_info,clean,train,
Bisa return barang ga,out_of_scope,clean,train,
dimensi bertudung,product_description,clean,train,
hai available OmniHeat Men's Solid Hooded Puffer gitu Jacket ?,product_stock,high,train,
btw mau nanya fitur kupluk apa aja please,product_description,high,train,
stok tersedia jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,clean,train,
Refund ke rekening mana,out_of_scope,clean,train,
Cara bayar orderan,payment_info,medium,train,
available jacket-blue-green-m,product_stock,clean,train,
gan kak mau beli Kaus Kaki Campuran Wol AArctic Warmth masih ada stok ga dong,product_stock,medium,train,
Halo cek resi #99 pls,order_status,high,train,
paket saya sudah sampai gitu mana,order_status,medium,train,
Accept cimbb loh ga,payment_info,high,train,
jam buka toko,out_of_scope,medium,train,
eh ini gimana ya ?,out_of_scope,medium,train,True
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M bgmn,product_description,medium,train,
penuh keren g,product_description,low,train,
min bs tf ga dong,payment_info,medium,train,
Orderan gw kok ga nyampe,order_status,clean,train,
cek dong pesanan ord-999 udah diproses belum,order_status,clean,train,
bang stok tersedia puffer makasih,product_stock,low,train,
harga scarf yang ini berapa,product_price,low,train,
hrg men's,product_price,high,train,
Gan bayar di tempat bisa sih,payment_info,clean,train,
Bagaimana ya,product_description,low,train,True
Omniheat bgmn,product_description,clean,train,
spec jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,medium,train,
omniheat lagi diskon ga,product_price,medium,train,
mau ekrja disini,out_of_scope,low,train,
kaus kaki campuran wol arctic warmth murah ga,product_price,low,train,
Admin info lengkapnya pls,product_description,medium,train,True
Min info lengkap eh penuh dong,product_description,high,train,
hai min stok wool masih ada thx,product_stock,clean,train,
dtl bliss,product_description,medium,train,
stok men's abis blm,product_stock,medium,train,
permisi jacket-blue-green-m habis belum deh,product_stock,medium,train,
min tolong lacak order 67890 dong,order_status,medium,train,
avalable ajcket,product_stock,medium,train,
cara refund gimana,out_of_scope,low,train,
bang bertudung-biru-kuning-l per unit berapa deh,product_price,low,train,
crraa pakai accessories,product_description,low,train,
Brg gw ord-001 dmn,order_status,low,train,
cek pesanan loh id 7788,order_status,low,train,
omniheat mahal ga,product_price,low,train,
Sis dtl kupluk dong,product_description,high,train,
brg gw ord-555 dmn,order_status,clean,train,
Dtl bliss,product_description,medium,train,
eh mau cek status pesanan,order_status,medium,train,
halo hrg omniheat min,product_price,medium,train,
Admin kaus ready ga,product_stock,clean,train,
omniheat men's solid hooded puffer jacket-blue-green-m bagus ga,product_description,clean,train,
Bang psnan gw orderan-123 kmn nih,order_status,high,train,
Sis size l pria ready makasih,product_stock,high,train,
bisa bayar pakai virtual account,payment_info,medium,train,
mas wool harga promo berapa ??,product_price,clean,train,
Tolong dong,out_of_scope,low,train,True
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L tersedia ga,product_stock,low,train,
Jaket ppuffer pria omniheat solid bertudnug-biru-kuning-m masih ada,product_stock,medium,train,
Kupluk waterproof ga,product_description,medium,train,
cara perawatan puffer,product_description,low,train,
blend bisa dicuci mesin,product_description,medium,train,
