text,intent,sample_type,noise_level
masih bisa dibeli OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_stock,generic,low
Tolong info harga,product_price,hard_negative,clean
min produk tidak sesuai,out_of_scope,keyword_based,medium
hai lewat apa bisa thx,payment_info,generic,high
bos bisa dicuci ga Syal Musim Dingin Arctic Bliss Penuh Gaya sih,product_description,keyword_based,medium
Blom nyampe nih,order_status,generic,medium
gimana hrgnyanyya,product_price,keyword_based,high
Mau hmm tuker ukuran,out_of_scope,keyword_based,low
ada stok Kupluk Rajut Unisex Arctic Cozy,product_stock,keyword_based,low
Mau komlain,out_of_scope,keyword_based,high
bisa ambil langsung ga,out_of_scope,keyword_based,clean
harga dan stok OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,out_of_scope,ambiguous,low
Admin gimana pesanan saya min,order_status,hard_negative,clean
Arctic frost winter accessories bundle available,product_stock,hard_negative,medium
misi plihan apa saja sih,payment_info,generic,high
hi ad stok jaket puffer pria omniheat solid bertudung-biru-kuning-m please,product_stock,keyword_based,high
Hai kena berapa jaket puffer pria omniheat solid bertudung-biru-kuning-l thx,product_price,keyword_based,high
asli ga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,generic,clean
price Syal Musim Dingin Arctic Bliss Penuh Gaya,product_price,keyword_based,medium
masih jual Paket Aksesori Musim Dingin Arctic Frost pls,product_stock,generic,high
yang kemarin,out_of_scope,ambiguous,low
kapan restock Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_stock,hard_negative,clean
udah diproses belum,order_status,generic,low
Murahan ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_price,generic,clean
support linkaja,payment_info,generic,medium
bsa ga,out_of_scope,ambiguous,low
Eh dimana dong,out_of_scope,ambiguous,clean
Lowongan kerja ada ga,out_of_scope,keyword_based,clean
Eh abis belum sarung tangan musim dingin arctic layar sentuh dong,product_stock,generic,high
btw gimna hargayna dong,product_price,keyword_based,high
OmniHeat Men's Solid Hooded Puffer Jacket mahal ga,product_price,generic,medium
jaket puffer pria omniheat solid bertudung-biru-hijau-m harganya brapa,product_price,keyword_based,low
Yang ready apa,product_stock,hard_negative,low
Jelasin kupluk rajut unisex arctic cozy dong,product_description,generic,clean
Kena brapa syal musim dingin arctic bliss penuh gaya,product_price,hard_negative,medium
transfer gimana,payment_info,keyword_based,clean
order 456 gimana statusnya,order_status,keyword_based,low
Eh lowongan kerja ada ga thanks,out_of_scope,keyword_based,medium
minimum bayar berapa,payment_info,keyword_based,low
bahan Kupluk Rajut Unisex Arctic Cozy apa,product_description,keyword_based,clean
min bisa bayar eh transfer bank ya,payment_info,keyword_based,low
masih bisa dibeli omniheat men's solid hooded puffer jacket,product_stock,generic,clean
Kapan,out_of_scope,ambiguous,low
Kak pake apa,payment_info,generic,medium
Kak bisa dicuci ga kaus kaki campuran wol arctic warmth thanks,product_description,keyword_based,high
bsa cod ga,payment_info,keyword_based,low
hi udah jalan blm sih please,order_status,generic,high
Yang dibeli tadi pagi,order_status,generic,medium
halo prdk tidak sesuai ?,out_of_scope,keyword_based,medium
ada info pengiriman 67890,order_status,keyword_based,medium
pake bni bisa,payment_info,generic,medium
hi ready ya,out_of_scope,ambiguous,low
Ada stok omniheat men's solid hooded puffer jacket,product_stock,keyword_based,low
Worth it ga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,generic,medium
Ready kirim jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_stock,hard_negative,medium
masih ada garansi,out_of_scope,hard_negative,medium
hai out of stock ga ?,product_stock,generic,medium
Arctic frost winter accessories ready,product_stock,keyword_based,clean
admin tracking pesanan ORD123 ya kak,order_status,keyword_based,low
berapa unit Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_stock,hard_negative,clean
Omniheat men's solid hooded puffer jackte ready stck,product_stock,keyword_based,high
Ready bayar,payment_info,keyword_based,low
min info lengkap OmniHeat Men's Soid Hooded Puffer Jacket-Blue-Green-M deh,product_description,keyword_based,medium
Gimana sih omniheat men's deh solid hooded puffer jacket-blue-green-l ??,product_description,keyword_based,high
Paket kapan,order_status,hard_negative,clean
Permisi pakai apa bisa dong,payment_info,generic,medium
hai berapa harga kupluk rajut unisex arctic cozy ?,product_price,keyword_based,medium
berapa harga Kaus Kaki Campuran Wol Arctic Warmth,product_price,keyword_based,high
affordable ga Syal Musim Dingin Arctic Bliss Penuh Gaya,product_price,generic,low
info harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_price,keyword_based,clean
arctic frost winter accessories bundle tuh apa eh sih,product_description,generic,medium
delivery kapan,order_status,hard_negative,medium
info order #555,order_status,keyword_based,high
harga dan stok kupluk rajut unisex arctic cozy thanks,out_of_scope,ambiguous,low
info Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_description,keyword_based,medium
accept bni,payment_info,generic,medium
Mau ready bayar,payment_info,keyword_based,low
hi berapa harga paket aksesori musim dingin arctic frost pls,product_price,keyword_based,low
Omniheat mens' solid gitu hooded puffer jacket-blue-green-l ready,product_stock,keyword_based,high
lwat apa bisa,payment_info,generic,low
ada stok Paket Aksesori Musim Dingin Arctic Frost,product_stock,keyword_based,clean
permisi ada arctic frost winter accessories bundle ya,product_stock,keyword_based,high
Permisi mau tau paket aksesori musim dingin arctic frost please,product_description,hard_negative,clean
Kaus nih kaki campuran wol arctic warmth kosong ga,product_stock,generic,high
help,out_of_scope,ambiguous,low
itu udah jaln belum,order_status,generic,high
tracking pesanan #99,order_status,keyword_based,medium
Min masih jual kaus kaki campuran wol arctic warmth ??,product_stock,generic,high
Bisa dapet arctic frost winter accessories bundle,product_stock,generic,medium
eh bs beli Paket Aksesori Musim Dingin Arctic Frost ??,product_stock,keyword_based,medium
info harganya dong,product_price,keyword_based,high
Bos info pengiriman pesanan saya min,order_status,keyword_based,medium
Biaya admin berapa,payment_info,keyword_based,low
Arctic Frost Winter Accessories Bundle tuh apa sih,product_description,generic,medium
Sarung Tangan Musim Dingin Arctic Layyar Sentuh deh bisa dibeli,product_stock,keyword_based,medium
btw ada 0pis bca sih,payment_info,keyword_based,high
pesanan ready kirim kapan min,order_status,keyword_based,low
permisi jaket puffer pria omniheat solid bertudung-biru-kuning-m ready stock dong,product_stock,keyword_based,low
permisi ada opsi ddana ??,payment_info,keyword_based,high
Pilihan apa saja,payment_info,generic,medium
Bs langsung dikkirim,product_stock,generic,medium
ada info pengiriman ORD123,order_status,keyword_based,low
tnggal sdeikit ga,product_stock,generic,low
yang itu,out_of_scope,ambiguous,clean
Info lengkap omniheat men's solid hooded puffer jacket-blue-green-l,out_of_scope,ambiguous,low
misi opsi apa aja pls,payment_info,generic,low
min kok lama ya ?,order_status,generic,medium
ada stok paket aksesori musim dingin arctic frost,product_stock,keyword_based,medium
kok belum dateng,order_status,generic,medium
affordable ga nih omniheat men's solid hooded puffer jacket-blue-green-m,product_price,generic,low
Arctic Frost Winter Accessories Bundle udah ready,product_stock,hard_negative,low
Kapan ada lagi,product_stock,hard_negative,clean
mau tau harga sama ready ga,out_of_scope,ambiguous,clean
Arctic bliss stylish deh winter scarf tinggal brp,product_stock,keyword_based,high
Yng kemarin,out_of_scope,ambiguous,low
produk beda sama gambar,out_of_scope,keyword_based,medium
Spesifikasi jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,keyword_based,low
Ada promo omniheat men's solid hooded puffer jacket-blue-green-m,product_price,keyword_based,medium
Help,out_of_scope,ambiguous,low
Sarung tangan musim dingin arctic layar sentuh harganya berapa,product_price,keyword_based,low
Permisi kapan ya kak,out_of_scope,ambiguous,low
Pilihan apa gitu saja,payment_info,generic,medium
Abis belum jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_stock,generic,clean
Kak ini berapa ya ??,product_price,keyword_based,low
masih ad syal musim dingin arctic bliss penuh gaya,product_stock,hard_negative,medium
Harga arctic frost winter accessories berapa ya kak,product_price,keyword_based,high
Hi abis belum paket aksesori musim dingin arctic frost thanks,product_stock,generic,medium
mau tau harga arctic frost winter accessories,product_price,keyword_based,medium
Info hrgnyanya dong,product_price,keyword_based,medium
Kualitasnya gimana omniheat men's solid hooded puffer jacket,product_description,keyword_based,clean
masih ada OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L ??,product_stock,hard_negative,medium
sudah ready omniheat men's solid hooded puffer jacket-blue-green-l,product_stock,hard_negative,clean
bos ada promo jaket puffer pria omniheat solid bertudung-biru-kuning-m thx,product_price,keyword_based,low
Misi berapa banyak stok min,product_stock,keyword_based,high
jaket puffer pria omniheat solid bertudung-biru-kuning-l ready stock,product_stock,keyword_based,low
hi mau refund min,out_of_scope,keyword_based,medium
info harga omniheat men's solid hooded puffer jacket,product_price,keyword_based,medium
detail omniheat men's solid hooded puffer jacket-blue-green-l,product_description,hard_negative,clean
Arctic frost winter accessories ready kapan,product_stock,hard_negative,low
ada warna apa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_description,keyword_based,clean
admin bantuin dong thx,out_of_scope,ambiguous,low
Stknya berapa ya,product_stock,hard_negative,medium
min stok barang rusak dong,out_of_scope,hard_negative,low
Halo metode pembayaran apa kan aja deh,payment_info,keyword_based,high
hemat ga jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_price,generic,low
gimana statusnya,order_status,hard_negative,clean
Bos sarung tangan musim dingin arctic layar sentuh awet ga ya kak,product_description,generic,high
hai affordable ga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L ??,product_price,generic,medium
Tracking pesanan #12345,order_status,keyword_based,clean
gan info harga OminHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M ??,product_price,keyword_based,medium
sisa berapa unit Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_stock,keyword_based,medium
Halo tracking pesanan #12345 thx,order_status,keyword_based,low
Ada promo pembayaran,payment_info,keyword_based,low
bisa info harga,product_price,hard_negative,medium
Tracking pesanan #99,order_status,keyword_based,low
Btw ready ga jaket puffer pria omniheat solid bertudung-biru-kuning-l pls,product_stock,keyword_based,low
yang saya pesan loh kemarin itu,order_status,generic,high
bos kemahalan ga jaket puffer pria omniheat solid bertudung-biru-kuning-m min,product_price,generic,low
pesannan raedy kirim kapan,order_status,keyword_based,medium
Masih banyak ga sarung tangan musim dingin arctic layar sentuh,product_stock,generic,clean
Import atau lokal sarung tangan musim dingin arctic layar sentuh,product_description,generic,low
ada ga,out_of_scope,ambiguous,clean
omniheat men's solid hooded puffer jacket original ga,product_description,generic,clean
abis belum jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,generic,medium
Kena berapa arctic frost winter accessories bundle,product_price,keyword_based,clean
Tinggal berapa omniheat men's solid hooded puffer jacket-blue-green-m,product_stock,hard_negative,low
Abis belum jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,generic,clean
pricey ga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_price,generic,low
Permisi ramah kantong ga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,generic,low
misi bisa langsung dikirim thanks,product_stock,generic,medium
kupluk rajut unisex arctic cozy original ga,product_description,generic,low
produk beda sama gambar ?,out_of_scope,keyword_based,medium
ada ukuran apa Syal Musim Dingin Arctic Bliss Penuh Gaya,product_description,keyword_based,medium
Bos mau tau harga omniheat men's solid hooded puffer jacket-blue-green-l deh,product_price,keyword_based,high
bos order #1 berapa hari lagi ??,order_status,keyword_based,low
misi orderan saya gimana min,order_status,keyword_based,high
ada omniheat emn's solid hooded puffer jacket-blueg-reen-l,product_stock,hard_negative,low
Jaket puffer pria omniheat solid bertudung-biru-hijau-m masih ada,product_stock,keyword_based,medium
ready ga berapa harganya,out_of_scope,ambiguous,clean
Hai status orderan 12345 makasih,order_status,keyword_based,high
Info omniheat men's solid hooded puffer jacket-blue-green-l,product_description,keyword_based,clean
harga kupluk rajut unisex arctic cozy berapa,product_price,keyword_based,medium
Kak berat arctic frost winter accessories berapa deh,product_description,keyword_based,medium
Ukuran sarung tangan musim dingin arctic layar sentuh berapa,product_description,keyword_based,high
Tracking peesanan 789,order_status,keyword_based,high
hi bahhan arctic bliss stylish winter scarf apa ??,product_description,keyword_based,medium
murahan ga OmniHeat Men's Solid Hooded Puffer Jacket,product_price,generic,clean
Price omniheat men's solid hooded puffer jacket-blue-green-m,product_price,keyword_based,medium
pesanan saya gimana,order_status,keyword_based,low
boleh tau harganya,product_price,hard_negative,medium
lacak order #555,order_status,keyword_based,low
berapa harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_price,keyword_based,low
Eh ready bayar ??,payment_info,keyword_based,medium
eh ada cicilan ga ya,payment_info,keyword_based,high
Yang ini brp,product_price,hard_negative,medium
sarung tangan musim dingin arctc lyaar sentuh kosong ga,product_stock,generic,high
Jaket puffer pria omniheat soldi bertudung-biru-kuning-m bisa dipakai untuk apa,product_description,keyword_based,low
admin import atau lokal jaket puffer pria omniheat solid bertudung-biru-hijau-m makasih,product_description,generic,high
bos hi thanks,out_of_scope,ambiguous,low
Ready stock arctic bliss stylish winter scarf,product_stock,keyword_based,low
permisi ada promo pembayaran ya,payment_info,keyword_based,medium
mau info tentang arctic frost winter accessories,product_description,keyword_based,clean
cancel order gimana,out_of_scope,hard_negative,medium
ada stok jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,keyword_based,medium
Gimana specnya,product_description,hard_negative,low
ready ga kupluk rajut unisex arctic cozy,product_stock,keyword_based,medium
kupluk rajut unisex arctic cozy sold out,product_stock,generic,medium
admin hemat ga omniheat men's solid hooded puffer jacket-blue-green-m sih,product_price,generic,medium
Uang saya kapan dikembalikan,out_of_scope,keyword_based,medium
ada info pengiriman ORD-555,order_status,keyword_based,medium
cek return,out_of_scope,hard_negative,low
Ada update pesanan ord-001,order_status,keyword_based,clean
Eh berat omniheat men's solid emm hooded puffer jacket-blue-green-l berapa ?,product_description,keyword_based,high
kena berapa omniheat men's solid hooded puffer jacket-blue-green-m,product_price,keyword_based,clean
L@gi diskon ga pls,product_price,generic,high
Syal Musim Dingin Arctic Bliss Penuh Gaya ada diskon ga,product_price,keyword_based,medium
Worth it ga beli syal musim dingin arctic bliss penuh gaya,product_description,generic,medium
hi out of stock sih ga sih,product_stock,generic,medium
Yang saya beli kemarin gimana,order_status,generic,medium
Arctic Bliss Stylish Winter Scarf bagus ga,product_description,generic,clean
Info sih pengiriman pesanan saya,order_status,keyword_based,medium
Pesanan ready kirim kapan,order_status,keyword_based,low
ada info pengiriman #99,order_status,keyword_based,medium
Bayar pake apa,payment_info,keyword_based,low
Ada update pesanan #555,order_status,keyword_based,medium
Arctic Frost Winter Accessories Bundle tinggal berapa,product_stock,keyword_based,low
Hai ordr #1 brp hari lagi please,order_status,keyword_based,medium
abis belum OmniHeat Men's Solid Hooded Puffer Jacket,product_stock,generic,low
Barang rusak,out_of_scope,keyword_based,low
bisa bayar mandiri,payment_info,keyword_based,low
tracking pesanan ord-555,order_status,keyword_based,clean
pake kartu kredit bisa,payment_info,generic,low
Ad ukur@n apa paket aksesori musim dingin arctic frost,product_description,keyword_based,medium
Bos lcak order nomor 123 dong,order_status,keyword_based,medium
ada kabar order sya,order_status,keyword_based,low
ready belum eh bayarnya,payment_info,hard_negative,medium
ready stock arctic frost winter accessories,product_stock,keyword_based,clean
Stok satuan berapa,product_stock,hard_negative,clean
Pricey ga omniheat men's solid hooded puffer jacket-blue-green-m ?,product_price,generic,clean
Bisa pake bca ga,payment_info,keyword_based,medium
btw baayar pake apa thanks,payment_info,keyword_based,medium
permisi omniheat men's solid hooded puffer jacket bisa dibeli pls,product_stock,keyword_based,medium
btw langsung kirim bisa Sarung Tangan Musim Dingin Arctic Layar Sentuh min,product_stock,generic,low
yang sy pesan udah sampai maa,order_status,generic,medium
langsung kirim bisa kaus kaik campur4n wol arctic warmth,product_stock,generic,low
gimana sih kabar pesanan,order_status,keyword_based,high
halo jadi reseller gimana thanks,out_of_scope,keyword_based,high
Arctic frost winter accessories bisa dipakai untuk apa,product_description,keyword_based,clean
Paket Aksesori Musim Dingin Arctic Frost waterproof ga,product_description,generic,clean
Status order #99,order_status,keyword_based,low
harga Arctic Frost Winter Accessories gimana,product_price,keyword_based,low
Gan oredr nomor 555 gimana statusnya please,order_status,keyword_based,high
halo yang itu dong dong,out_of_scope,ambiguous,low
Syal musim dingin arctic bliss penuh gaya habis belum,product_stock,generic,clean
Min via apa makasih,payment_info,generic,high
berapa harga omniheat men's solid hooded puffer jacket,product_price,hard_negative,clean
tolong info harga,product_price,hard_negative,medium
gimana statsuya,order_status,hard_negative,medium
Misi ad ukuran apa omniheat men's solid hooded puffer jacket min,product_description,keyword_based,medium
Budget friendly ga,product_price,generic,clean
Kaus kaki campuran deh wol arctic warmth berapa,product_price,keyword_based,low
halo ada promo pembayaran please,payment_info,keyword_based,low
hai totalnya berapa ??,product_price,hard_negative,low
Bos ready nih transfer sekarang ya,payment_info,keyword_based,high
kupluk rajut unisex arctic cozy waterproof ga,product_description,generic,clean
Tracking pesanan 456,order_status,keyword_based,high
Bayaran udah ready,payment_info,hard_negative,clean
Detail jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,keyword_based,high
kak cara bayar gimana ya kak,payment_info,keyword_based,high
nyampe kpn,order_status,hard_negative,medium
misi jadi reseller gimana ??,out_of_scope,keyword_based,medium
hai tracking psnan eh nomor 555 ?,order_status,keyword_based,high
hai ready kirim ga order saya ya kak,order_status,keyword_based,high
kak info harga Paket Aksesori Musim Dingin Arctic Frost dong,product_price,hard_negative,medium
Berapa unit kaus kaki campuran wol arctic warmth,product_stock,hard_negative,medium
Berapa banyak stok,product_stock,keyword_based,clean
Syal musim dingin arctic bliss penuh gaya ada fitur apa,product_description,keyword_based,low
Paket aksesori musim dingin arctic frost original ga,product_description,generic,low
ok,out_of_scope,ambiguous,clean
gimana kabar pesanan,order_status,keyword_based,clean
Bisa ambil langsung ga,out_of_scope,keyword_based,clean
masih bisa dibeli Arctic Frost Winter Accessories,product_stock,generic,medium
Masih bisa dibeli omniheat men's solid hooded puffer jacket-blue-green-m,product_stock,generic,low
Status order #555,order_status,keyword_based,medium
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L kayak gimana,product_description,generic,medium
paket aksesori musim dingin arctic frost ad fitur apa,product_description,keyword_based,low
Gan tukar barang pls,out_of_scope,keyword_based,low
OmniHeat Men's Soolid Hooded Puffer Jacket murah ga,product_price,generic,medium
Kualitasnya gimana sarung tangan musim dingin arctic layar sentuh,product_description,keyword_based,clean
ready stock Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_stock,hard_negative,clean
worth it ga beli omniheat men's solid hooded puffer jacket-blue-green-l,product_description,generic,high
kapan ready Paket Aksesori Musim Dingin Arctic Frost,product_stock,hard_negative,clean
ready stock jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,hard_negative,clean
Harga omniheat men's solid hooded puffer jacket gimana,product_price,keyword_based,low
promo cancel,out_of_scope,hard_negative,low
kak Paket Aksesori Musim Dingin Arctic Frost tuh apa sih please,product_description,generic,medium
Bos omniheat men's solid hooded puffer jacket-blue-green-m tuh apa sih min,product_description,generic,low
Info order #555,order_status,keyword_based,low
bisa dicuci ga jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_description,keyword_based,clean
Worth it ga beli kaus kaki campuran wol arctic warmth,product_description,generic,low
gan mau tanya yang kemarin ya kak,order_status,generic,low
pesanan syaa gimana,order_status,keyword_based,medium
min yang saya beli kemarinn gimana makasih,order_status,generic,low
Jelasin syal musim dingin arctic bliss penuh gaya dong,product_description,generic,clean
Bisa pake transfer bank ga,payment_info,keyword_based,medium
Btw tracking pesanan 123 ?,order_status,keyword_based,high
Kaus Kaki Campuran Wol Arctic Warmth murah ga,product_price,generic,medium
kaus kaki campuran wol arctic warmth ad diskon ga,product_price,keyword_based,medium
yang itu dong,out_of_scope,ambiguous,clean
Arctic Bliss Stylish Winter Scarf kosong ga,product_stock,generic,clean
eh oke ??,out_of_scope,ambiguous,low
produk gimana ya,product_description,hard_negative,low
On the way kapan,order_status,hard_negative,clean
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L awet ga,product_description,generic,clean
order nomor 123 gimana statusnya,order_status,keyword_based,clean
bos ada stok OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M thanks,product_stock,keyword_based,medium
min bisa dicuci ga syal musim dingin arctic bliss penuh gaya ya,product_description,keyword_based,medium
bayar gimana gitu caranya,payment_info,keyword_based,medium
Itu udah jalan belum,order_status,generic,medium
Info harga omniheat men's solid hooded puffer jacket,product_price,keyword_based,low
pakai apa bisa,payment_info,generic,high
tersedia apa,payment_info,generic,high
Detail harga jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_price,hard_negative,clean
bos on the way kapan dong,order_status,hard_negative,low
ada Kaus Kaki Campuran Wol Arctic Warmth,product_stock,keyword_based,clean
worth it ga beli paket aksesori musim dingin arctic frost,product_description,generic,low
Masih banyak ga syal musim dingin arctic bliss penuh gaya,product_stock,generic,low
accept bri,payment_info,generic,high
jaket puffer pria omniheat solid bertudung-biru-kuning-l bisa dibeli,product_stock,keyword_based,low
Jaket puffer pria omniheat solid bertudung-biru-kuning-l bisa dipakai untuk apa,product_description,keyword_based,clean
btw bantuin dong ya,out_of_scope,ambiguous,low
permisi yang saya beli kmarin gimana ??,order_status,generic,medium
Permisi bs diccuci ga jaket puffer pria omniheat solid ya bertudung-biru-kuning-m ya kak,product_description,keyword_based,high
ada jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,keyword_based,low
Available ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,generic,clean
bahan Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M apa,product_description,keyword_based,low
terus gimana,out_of_scope,ambiguous,clean
sarung tangan musim dingin arctic layar sentuh kayak gimana,product_description,generic,clean
Omniheat men's solid hooded puffer jacket-blue-green-m kosong ga,product_stock,generic,low
Affordable ga jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_price,generic,low
Hai kena berapa omniheat men's sloid hooded puffer jacket-blue-green-l sih,product_price,keyword_based,medium
bahan omniheat men's solid hooded puffer jacket-blue-green-l apa,product_description,keyword_based,clean
cek order,order_status,hard_negative,medium
price arctic frost winter loh accessories,product_price,keyword_based,low
leewat apa bisa,payment_info,generic,medium
Hai kualitasnya gimaan sarung tangan musim dingin arctic layr sentuh ??,product_description,keyword_based,high
gimana sih OmniHeat Men's Solid Hooded Puffer Jacket,product_description,keyword_based,medium
bos lagi promo ga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L thx,product_price,generic,clean
min lewat apa bisa ??,payment_info,generic,medium
pesanan #99,order_status,hard_negative,low
tracking refund,out_of_scope,hard_negative,clean
yang tadi,out_of_scope,ambiguous,clean
kapan bisa beli,product_stock,hard_negative,medium
Ready omniheat men's solid hooded puffer jacket-blue-green-m,product_stock,hard_negative,medium
status order,order_status,hard_negative,clean
btw belum nyampe nih ??,order_status,generic,clean
orderan saya gimana,order_status,keyword_based,low
in stock ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,generic,medium
barangnya mana ya,order_status,generic,medium
permisi syal musim dingin arctic bliss penuh gaya kayak gimana ?,product_description,generic,high
berat Kupluk Rajut Unisex Arctic Cozy berapa,product_description,keyword_based,medium
Refund available,out_of_scope,hard_negative,medium
bos ada update pesanan ord123 ??,order_status,keyword_based,high
Status order ord-001,order_status,keyword_based,low
Masih jual omnihaet men's solid hooded puffer jacket-blue-green-l,product_stock,generic,medium
accept ovo,payment_info,generic,clean
Hi,out_of_scope,ambiguous,low
udah jalan belum sih,order_status,generic,low
masih jual Arctic Frost Winter emm Accessories,product_stock,generic,low
kak tersedia kupluk rajut unisex arctic cozy ga ya kak,product_stock,keyword_based,low
halo,out_of_scope,ambiguous,low
kena berapa arctic bliss stylish winter scarf,product_price,keyword_based,low
price arctic frost winter accessories,product_price,keyword_based,clean
terjangkau ga,product_price,generic,clean
Pakai apa bs,payment_info,generic,medium
yang saya beli kemarin gimana,order_status,generic,low
Tukar barang,out_of_scope,keyword_based,low
yang ready apa aja,product_stock,keyword_based,medium
Kapan dikirim,order_status,hard_negative,clean
min gimana specnya thx,product_description,hard_negative,medium
halo per stok berapa please,product_stock,hard_negative,clean
Arctic bliss stylish winter scarf gimana,product_description,keyword_based,low
Ready transfer sekarang,payment_info,keyword_based,clean
Btw bs langsung dikirim thx,product_stock,generic,high
Lacak order #1,order_status,keyword_based,clean
hai bahan Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M apa please,product_description,keyword_based,medium
Hi status orderan sih #99 deh,order_status,keyword_based,medium
Jam buka toko,out_of_scope,keyword_based,medium
Halo available ga sarung tangan musim dingin arctic layar sentuh ya kak,product_stock,generic,high
kok lama ya,order_status,generic,clean
cocok ga omniheat men's solid hooded puffer jacket,product_description,generic,medium
Ramah kantong ga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,generic,clean
masih bisa dibeli omniheat men's solid hooded puffer jacket-blue-green-l,product_stock,generic,medium
satuan berapa,product_price,hard_negative,clean
eh mau kerja disini ??,out_of_scope,keyword_based,low
jaket puffer pria omniheat solid bertudung-biru-hijau-m ready,product_stock,keyword_based,clean
Hai arctic frost winter accessories bundle berapa min,product_price,keyword_based,clean
masih jual Arctic Frost Winter Accessories,product_stock,generic,low
Info pengiriman pesanan saya,order_status,keyword_based,high
jaket puffer pria omniheat solid bertudung-biru-kuning-m habis belum,product_stock,generic,clean
recommended ga omniheat men's solid hooded puffer jacket,product_description,generic,clean
min hmm ??,out_of_scope,ambiguous,clean
support bca,payment_info,generic,clean
bisa cod ga,payment_info,keyword_based,low
sudah ready bayar,payment_info,hard_negative,low
sarung tangan musim dingin arctic layar sentuh sold out,product_stock,generic,clean
recommended ga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,generic,low
hi cara nya gimana ya pls,payment_info,generic,high
ada OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_stock,keyword_based,medium
misi caranya gimana makasih,payment_info,generic,high
Out of stock ga,product_stock,generic,clean
lagi diskon ga,product_price,generic,clean
bisa dapet jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,keyword_based,medium
Bos jaket puffer pria omniheat solid bertudung-biru-kuning-m ada fitur apa deh,product_description,keyword_based,medium
detail OmniHeat Men's Solid Hooded Puffer Jacket,product_description,keyword_based,low
halo biaya aadmin deh berapa,payment_info,keyword_based,medium
deskripsi jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,keyword_based,clean
Batalkan order,out_of_scope,keyword_based,clean
kpn dikirim,order_status,hard_negative,medium
Hi bisa langsung dikirim dong,product_stock,generic,low
Gimana kaus kaki campuran wol arctic warmth,product_description,hard_negative,low
harga refund,out_of_scope,hard_negative,clean
Harga refund please,out_of_scope,hard_negative,medium
Support virtual account,payment_info,generic,medium
bisa langsung dikir1m,product_stock,generic,medium
eh lagi diskon ga ya kak,product_price,generic,low
status order #99,order_status,keyword_based,medium
pesanan gimana ya,order_status,hard_negative,clean
Paket Aksesori Musim Dingin Arctic Frost tinggal berapa,product_stock,keyword_based,low
Masih banyak ga jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,generic,low
hi masih bisa dibeli OmniHeat Men's Solid Hooded Puffer Jacket sih,product_stock,generic,medium
min kok belum dateng dong,order_status,generic,medium
Cara nya gimana ya,payment_info,generic,low
worth it ga paket aksesori musim dingin arctic frost,product_price,generic,low
Omniheat men's solid hooded puffer jacket-blue-green-l waterproof ga,product_description,generic,low
