text,intent,noise_level
mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,medium
Gan available stylish thanks,product_stock,low
terhubung ready stock,product_stock,low
order 12345 udah diproses belum please,order_status,medium
status order order-123,order_status,medium
mau tanya utk pembayarannya bs pakai metode apa aja ya,payment_info,low
ada toko offline,out_of_scope,low
hi jacket-blue-yllow-l gmn sih ya,product_description,high
cancel pesanan,out_of_scope,medium
fitur jacket-blue-yellow-m,product_description,medium
Bang pembayaan via apa ?,payment_info,low
Cancel pesanan,out_of_scope,low
Deskripsi bergaya,product_description,low
min dekapan murah ga thanks,product_price,medium
Bisa return barang ga,out_of_scope,medium
bos cuaca hari ini gmn ?,out_of_scope,high
bang ccara abyar orderan ??,payment_info,extreme
byr dmn,payment_info,medium
permisi pake debit bs?,payment_info,extreme
Metode pembayaran apa aja,payment_info,medium
gan accept kredivo ga dong,payment_info,high
metode pembayaran apa aja,payment_info,low
kamu bot ya,out_of_scope,low
Min pake jenius bs?,payment_info,medium
bang almaat toko dimana ?,out_of_scope,high
orderan saya gimana,order_status,medium
Brg 12345 dmn,order_status,medium
bos estimasi pengriman ordder #1 ?,order_status,high
admin detail bliss pls,product_description,medium
orderan gw kok ga nyampe,order_status,medium
min pesanan gw 12345 kemana ?,order_status,medium
bias trasnfer bank,payment_info,low
byr dmn,payment_info,medium
bisa dijelasin tentang produk dengan dong,product_description,low
Tesredia puffer ga,product_stock,high
Brp style,product_price,medium
Kerjasama bisnis,out_of_scope,medium
status pengiriman id 7788,order_status,medium
Mau kerja disini,out_of_scope,medium
admin rasakna habis blm min,product_stock,medium
Metode payment,payment_info,medium
sis selamat siang admin sy mau cek status pesanan nomor pesanan 999 tolong,order_status,medium
Boleh tau hrg unisex ga,product_price,medium
kisaran hrg embrace,product_price,low
gaya msh ad?,product_stock,medium
Stylish msh ad?,product_stock,low
range harga Arctic Frost Winter Accessroies Bundle,product_price,high
boleh tau harga arctic warmth wool blend socks tidak,product_price,low
halo pria masih ada please,product_stock,extreme
status order ord001,order_status,high
kira kira bergaya itu harganya berapa ya kak,product_price,low
admin orderan gw kok ga nyampe dong,order_status,medium
sis lokasi warehouse makasih,out_of_scope,high
mba mau tau lebih detail tentang bundle min,product_description,high
barang rusak,out_of_scope,medium
ad stok rajut g,product_stock,medium
Kak syal ready?,product_stock,low
bisa dijelasin tentang produk men's dong,product_description,low
Kak mau tanya pesanan saya dengan nomor ord-001 sudah diproses belum ya,order_status,medium
hai harga tangan sekarang thanks,product_price,low
kak scarf masih ada ga stoknya,product_stock,extreme
misi prduk beda sama gambar thx,out_of_scope,low
Mas jaekt puffer pria omniheat solid bertudung-biru-hijau-m msh ad?,product_stock,high
halo min mau tanya dong psnan saya nomor 99 itu udah sampai mana ya,order_status,high
wool msh ad?,product_stock,medium
ganti ukuran,out_of_scope,medium
boleh tau harga omniheat men's solid hooded puffer jacket-blue-green-l tidak,product_price,high
min mau kembalikan braanng min,out_of_scope,medium
hi bayar pake apa ??,payment_info,medium
mba pesanan gw pesanan 999 kemana dong,order_status,high
pake shopeepay bs?,payment_info,medium
Admin ganti ukuran ?,out_of_scope,medium
Bang apa kabar min,out_of_scope,extreme
Lacak pesanan order-123,order_status,low
bos kak mau tanya pesanan saya dengan nomor nomor 555 sudah diproses belum ya ya kak,order_status,high
mau tanya apakah paket masih tersedia stoknya,product_stock,medium
permisi touchscreen habis belum please,product_stock,medium
fitur hadapi,product_description,medium
Kak mau tnaya pesanan saa dengan nomor id 7788 sudah diproses blm ya,order_status,extreme
mana nih orderan gw,order_status,medium
kira kira Arctic Frost Winter Accessories itu harganay berapa ya kak,product_price,extreme
Berapa hrg arctiic,product_price,high
order id 7788 udah diproses belum,order_status,low
biaya jacket-blue-yellow-m,product_price,medium
halo min mau nanya accessories masih ready stock tidak ya,product_stock,low
halo pesanan gw 456 kemana ??,order_status,low
kaus koong ga,product_stock,medium
Gaya terbuat dari apa,product_description,medium
Kelebihan omniheat men's solid hooded puffer jacket-blue-green-l,product_description,medium
Hai socks ukurannya apa aja pls,product_description,medium
hi halo min mau tanya dong pesanan saya nomor 99 itu udah sampai mana ya thx,order_status,medium
permisi apakah stk bergaya masih tersediia,product_stock,low
Apa kaabr,out_of_scope,medium
Solid kosong ga,product_stock,low
mba boleh tau harga kenyamanan tidak ya kak,product_price,medium
Permisi halo admin mau nanya pembayaran bisa pakai apa saja ya pls,payment_info,low
bang halo min mau nanya Arctic Cozy Knit Unisex Beanie masih ready stock tidak ya ya,product_stock,high
permisi mana nih orderan gw thx,order_status,extreme
Kalo mau bayar pake bayar di tempat bbisa ga min,payment_info,low
Cara bayar gmn,payment_info,low
Sarung tangan musim dingin arctic layar sentuh ukurannya apa aja,product_description,medium
Mau kerja disini,out_of_scope,high
Hi cara bayr gimana pls,payment_info,medium
ada cicilan ga,payment_info,medium
bang pembayaran via apa ?,payment_info,low
chill ukurannya apa aja,product_description,medium
halo ganti ukuran,out_of_scope,low
permisi mau cek status pesanan ya kak,order_status,medium
terima akulaku tiidk ya,payment_info,medium
Arctic Touchscreen Winter Gloves ukurannya apa aja,product_description,high
Pake cimb bs?,payment_info,medium
support ewallet ga,payment_info,medium
hai paket saya sudah sampai mana pls,order_status,low
cara bayar orderan,payment_info,medium
Kak terima ovo gak thx,payment_info,medium
Halo paket saya sudah samai manna thanks,order_status,extreme
Mas test thx,out_of_scope,extreme
produk beda sama gambar,out_of_scope,low
Admin metode byr apa ??,payment_info,high
Stok kaus ada,product_stock,medium
admin Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-L ukurannya apa aja min,product_description,medium
Available arctic warmth wool blend socks,product_stock,medium
kualitas jelek,out_of_scope,high
spec tetap,product_description,medium
sis mau tanya untuk pembayarannya bisa pakai metode apa aja ya thx,payment_info,extreme
misi review dengan makasih,product_description,low
test,out_of_scope,high
bahan dengan apa,product_description,high
tolong jelasin tentang arctic bliss stylish winter scarf dong,product_description,medium
lokasi warehouse,out_of_scope,medium
sis status pengiriman 99 ya,order_status,high
mas info prouk jacket ya kak,product_description,medium
Pake cash on delivery bs?,payment_info,high
mas tracking pesanan ord123 please,order_status,low
mas terseda chilly ga pls,product_stock,medium
Selamat siang admin saya mau cek status pesanan nomor 123,order_status,medium
warna hangat ad apa aja,product_description,high
hi berapa harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L ?,product_price,medium
hai,out_of_scope,medium
mau tanya untuk pembayarannya bisa pkaai metode apa aja ya,payment_info,medium
kkualitas jelke,out_of_scope,medium
Mas stok cmofrot abis blm ya kak,product_stock,extreme
apa k4bar,out_of_scope,high
terima cash on delivery gak,payment_info,high
winter kyk gmn,product_description,low
Kamu bot ya,out_of_scope,low
bayar pake apa sih,payment_info,low
Harga kenyamanan sekarang,product_price,low
permisi brp omniheat men's solid hooded puffer jacket-blue-yellow-l ?,product_price,medium
status pengiriman 67890,order_status,low
range harga epnnuh,product_price,high
cek resi 99,order_status,low
misi stok arctic abis blm dong,product_stock,medium
hi kak boleh tau spesifikasi arctic tidak dong,product_description,extreme
Hi dingin har9anya berapaa makasih,product_price,medium
bos harga rajut sekarang ya,product_price,medium
Estimasi pengiriman order #12345,order_status,extreme
Metode payment ya kak,payment_info,medium
Misi alamat kantor makasih,out_of_scope,high
mau tau lebih detail tentang comfort,product_description,medium
Hai,out_of_scope,medium
jaket brp duit,product_price,high
Kaus ssold ou?,product_stock,medium
Misi available kupluk dong,product_stock,low
bang mau tau lebih detail tentang kupluk tolong,product_description,extreme
mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,medium
admin tetap terbuat dari apa tolong,product_description,high
hi bs return barang ga makasih,out_of_scope,medium
Halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,medium
Min edit pesanan min,out_of_scope,medium
pesanan gw #99 kemana,order_status,medium
Pembayaran via apa,payment_info,low
cek pesanan ORD123,order_status,medium
Gan mau refund ya kak,out_of_scope,medium
hi suupport ewallet ga makasih,payment_info,extreme
available embrace,product_stock,medium
spec knit,product_description,low
status pengiriman 99,order_status,low
halo min mau tanya dong pesanan saya nomor id 7788 itu udah sampai mana ya,order_status,medium
Misi spec gaya,product_description,extreme
Sentuh gmn sih,product_description,low
Alamat kantor,out_of_scope,low
terima bca gak,payment_info,low
bahan syal apa,product_description,low
Kak permisi apakah stok stylish masih tersedia ya kak,product_stock,high
Status pengiriman 789,order_status,high
paket ready stock,product_stock,medium
Dengan murah ga,product_price,medium
biaya jacket-blue-yellow-m,product_price,low
Hrg embrace brp,product_price,medium
alamat kantor,out_of_scope,medium
misi pake jenius bs?,payment_info,extreme
hi berappa harga rajut please,product_price,low
mas bs dana g,payment_info,high
touchscreen sold out?,product_stock,low
barang cacat,out_of_scope,medium
bang brg ORD-001 dmn ya kak,order_status,high
Brp arctic bliss stylish winter scarf,product_price,high
bos status pengiriman #1 min,order_status,low
Detail bertudung,product_description,medium
kok lama bgt order nomor 123,order_status,low
Sis edit pesanan makasih,out_of_scope,medium
min dimana pesanan saya ya,order_status,high
Arctic Warmth Wool Blend Socks habis belum,product_stock,low
mas avail4bble bergaya makasih,product_stock,extreme
Mba kalo mau bayar pake credit card bs ga min thx,payment_info,high
Admin fiitr touchscreen tolong,product_description,medium
Mba !nfo produk tangan tolong,product_description,medium
permisi mau nanya harga untuk men's berapa ya,product_price,low
harga gloes berapa,product_price,high
misi barang cacat thanks,out_of_scope,extreme
statsu order 12345,order_status,medium
brp sentuh,product_price,low
min udah dikirim blm order-123 ya,order_status,medium
admin bs bayar pakai qris min,payment_info,medium
baalkan orrder,out_of_scope,medium
Terima shopeepay tidak,payment_info,medium
Arctic Cozy Knit Unisex Beanie terbuat dari apa,product_description,low
Jacket-blue-green-m terbuat dari apa,product_description,low
kok lama bgt order ORD123,order_status,extreme
min terima qris tidak ya,payment_info,medium
bos kak mau tanya pesanan saya dengan nomor ord-001 sudah diproses belum ya makasih,order_status,low
stok kaus abis blm,product_stock,medium
Kisaran harga puffer,product_price,low
min estimasi pengiriman order 1 pls,order_status,extreme
hai jacket-blue-green-m ukurannya apa aja makasih,product_description,extreme
hrg bertudung-biru-hijau-l brp,product_price,low
Permisi mau nanya harga untuk kaus kaki campuran wol arctic warmth berapa ya,product_price,low
bos stok Kupluk Rajut Unisex Arctic Cozy abis blm dong,product_stock,low
Pembayaran via apa,payment_info,medium
stok comfort ada,product_stock,low
hai paket bagus ga,product_description,medium
Hi metode byr apa tolong,payment_info,medium
omniheat msh ad?,product_stock,low
dimana pesanan saya,order_status,low
Cara refund gimana,out_of_scope,medium
halo kaus kosong ga ya kak,product_stock,low
produk beda sama gambar,out_of_scope,low
Byr dmn,payment_info,extreme
info produk layar,product_description,low
knit gmn sih,product_description,low
Deskripsi jacket,product_description,medium
hai kak wool masih ada ga stoknya min,product_stock,low
Pria ready ga,product_stock,medium
Kak available hangat makasih,product_stock,medium
sec rrasakan thanks,product_description,medium
Kok lama bgt order id 7788,order_status,low
mas mau tanya apakah winter masih tersedia st0knya ya kak,product_stock,high
orderan saya gimana,order_status,low
misi sattus order #123445 ?,order_status,high
Kamuu bot ya,out_of_scope,low
Jacket-blue-yellow-l redy?,product_stock,high
mau tau lebih detail tentang winter,product_description,medium
mas detail Arctic Bliss Stylish Winter Scarf ??,product_description,low
Mau refund,out_of_scope,low
selamat siang admin saya mau cek status pesanan nomor ord123,order_status,low
program affiliate,out_of_scope,medium
bisa dijelasin tetnang produk hooded dong,product_description,medium
hrg tetap brp,product_price,low
penuh ready?,product_stock,medium
mana nih orderan gw,order_status,low
Bayar pake apa,payment_info,medium
permisi halo admin mau nanya pembayaran bisa pakai apa saja ya ?,payment_info,medium
hi fitur omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,medium
Bos dtl paket aksesori musim dingin arctic frost ya,product_description,extreme
mba stock experi3nce berap4 dong,product_stock,medium
sis permisi kak orderan saya yang pesanan 999 kok belum dateng,order_status,low
Ketersediaan embrace,product_stock,high
bang metode pembayaran apa aja ?,payment_info,high
hai halo thx,out_of_scope,medium
kisaran harga jacket,product_price,low
info produk bliss,product_description,low
jaket puffer pria omniheat solid bertudung-biru-hijau-l ready ga,product_stock,medium
mba permisi apakah sttok omniheat men's solid hooded puffer jacket-blue-green-m masih tersedia dong,product_stock,high
metode pembayaran apa aja,payment_info,medium
mas detail paket pls,product_description,extreme
boleh tau harga unmatched tidak,product_price,low
kisaran harga puffer,product_price,low
orderan saya gimana,order_status,medium
ketersediaan tangan,product_stock,low
Mba boleh tau harg kupluk rajut unisex arctic cozy tidak dong,product_price,low
kamuu bot ya,out_of_scope,medium
Gan berapa harga tetp dong,product_price,extreme
Mau tanya apakah kki masih tersedia stoknya,product_stock,medium
brg #1 dmn,order_status,medium
Paket sold out?,product_stock,low
mas blend masih ada thx,product_stock,low
permisi mau nanya harga utk jaket puffer pria omniheat solid bertudung-biru-hijau-l brp ya,product_price,low
pket saay sudah sampai mana,order_status,medium
carra bayar orderan,payment_info,high
min men's gmn sih makasih,product_description,extreme
Admin pake jenu!s bs?,payment_info,low
Misi ada cicilan ga pls,payment_info,extreme
Cara bayar orderan,payment_info,medium
Kak spesifikasi omniheat men's solid hooded puffer jacket-blue-green-m,product_description,medium
sis sisa stok jaket ??,product_stock,high
misi selamat siang admin saya mau cek status psnan nomor nomor 123 please,order_status,medium
Hai mau komplain tolong,out_of_scope,medium
metode byr apa,payment_info,low
tnagn berapa duit,product_price,high
bisa bayar pakai akulaku,payment_info,low
min tolong jelasin tentang jaket puffer pria omniheat solid bertudung-biru-hijau-l dong min,product_description,low
jacket-blue-green-l terbuat dari apa,product_description,medium
Ada tokko offline,out_of_scope,medium
mas duit arctic touchscreen wiinter gloves makasih,product_price,high
Bisa dijelasin tentang produk accessories dong,product_description,low
mau kembal!kaan barang,out_of_scope,high
duit tetap,product_price,high
mba dekapan ready ga pls,product_stock,high
mba Arctic Frost Winter Accessories Bundle brp duit,product_price,extreme
Kualitas jelek,out_of_scope,low
Halo ad cicilan ga ?,payment_info,medium
hi stok Arctic Cozy Knit Unisex Beanie abis blm min,product_stock,low
tet4p kyk gmn,product_description,medium
Men's masih ada,product_stock,medium
cancel pesanan,out_of_scope,low
sis byr dmn ya kak,payment_info,medium
dekapan ready ga,product_stock,medium
Info prooduk bundle,product_description,high
mas tolong jelasin tentang omniheat men's solid hooded puffer jacket-blue-green-m dong please,product_description,medium
tlg jelasin tentang raskan dong ?,product_description,extreme
bisa dijelasin tentang produk gloves dong,product_description,medium
mba uang saya kapan dikembalikan tolong,out_of_scope,medium
kak boleh tau harga omniheat men's solid hooded puffer jacket-blue-green-l tidak thanks,product_price,high
Kak kualitas jelek please,out_of_scope,medium
Bayar pake apa sih,payment_info,high
bos jam buka toko please,out_of_scope,medium
kira kira comfort itu harganya berapa ya kak,product_price,low
omniheat men's solid hooded puffer jacket-blue-green-m msh ad?,product_stock,low
musim ready stock,product_stock,medium
kak boleh tau spesifikasi campuran tidak,product_description,high
Kecewa sama pelayanan,out_of_scope,low
bos tolong jelasin tentang stylish dong pls,product_description,extreme
pesanan gw 99 kemana,order_status,medium
biaya embrace,product_price,high
ada cicilan ga,payment_info,medium
Syyal ukurannya apa aja,product_description,medium
Kapan pesanan ord-001 sampai,order_status,low
Mba caa bayar gmiana please,payment_info,medium
Tlg jelasin tentang arctic frost winter accessories bundle dong,product_description,medium
mau kembalikan barang,out_of_scope,medium
brp kehangatan,product_price,low
metode pembayaran apa aja,payment_info,low
mau tau lebih detail tentang chill,product_description,medium
kira kira syal itu harganya berapa ya kak,product_price,low
permisi availlable rrajut tolong,product_stock,medium
Accept va ga thanks,payment_info,medium
Mba blend mahal ga tolong,product_price,low
Bos tersedia omniheat men's solid hooded puffer jacket ga ?,product_stock,medium
cara bayar orderan,payment_info,high
halo ketersediaan OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L dong,product_stock,medium
bos barang ga sesuai mau tukar thx,out_of_scope,extreme
Unmatched brp duit,product_price,low
mau tanya apakah jacket-blue-green-m masih tersedia stoknya,product_stock,medium
permisi prgram affiliate,out_of_scope,high
kak winter brp sih thanks,product_price,medium
ubah alamat pengiriman,out_of_scope,low
Opsi pembayaran,payment_info,medium
Byr dmn,payment_info,extreme
Review jacket-blue-yellow-m,product_description,low
min mau tau lebih detail tentang cozy tolong,product_description,high
mas tolon9 jelasiin tentang bundle dong ya kak,product_description,medium
ganti ukuran,out_of_scope,medium
Permisi apakah stok jaket puffer pria omniheat solid bertudung-biru-kuning-l masih tersedia,product_stock,low
hai tersedia puffer ga thx,product_stock,extreme
hai spec jacket-blue-yellow-l pls,product_description,medium
hai proses refund berapa lama,out_of_scope,low
kerjasama bisnis,out_of_scope,medium
stock OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M berapa,product_stock,medium
mau tanya untuk pembayarannya bs pakai metode apa aja ya,payment_info,high
Min produk beda sama gambar ya kak,out_of_scope,high
Unisex habis belum,product_stock,high
Bbias transfer bank,payment_info,medium
Estimasi pengiriman order 123,order_status,low
pake debit bs?,payment_info,extreme
Mba lowongan kerja ada ga thx,out_of_scope,high
sis tolong jelasin tentang bliss dong ya,product_description,low
mau tanya dong harga sarung yang ada di toko berapa ya,product_price,high
kak terima ccimb gak makasih,payment_info,medium
hai,out_of_scope,medium
Hai bayar pake apa please,payment_info,high
embrace masih ada,product_stock,medium
accessories harganya berapa,product_price,low
mas kamu bot ya please,out_of_scope,high
mba maaf ganggu mau cek status order 789 dong thanks,order_status,high
admin buudle masih ada min,product_stock,high
metode pembayaran apa aja,payment_info,medium
Orderan gw kok ga nyampe,order_status,low
kok lama bgt oder 123,order_status,extreme
Misi selamat siang admin saya mau cek status pesanan nomor #1 thanks,order_status,medium
lokasi warehouse,out_of_scope,medium
kisaran harga arctic bliss stylish winter scarf,product_price,low
stok accessories abis blm,product_stock,medium
barang rusak,out_of_scope,medium
ubah alamat pengiriman,out_of_scope,low
estimasi pengiriman order noor 555,order_status,high
kak metode payment ??,payment_info,low
Arctic warmth wool blend socks kyk gmn,product_description,low
mau refund,out_of_scope,medium
kisaran ahrga omniheat men's solid hooded puffer jacket-blue-green-l,product_price,high
Status pengiriman ord001,order_status,medium
Cek pesanan 67890,order_status,medium
Misi dinginnya msh ad?,product_stock,medium
Kak syal musim dingin arctic bliss penuh gaya masih ad ga stoknya,product_stock,medium
estimasi pengiriman order 21345,order_status,medium
terhubung terbuat dari apa,product_description,medium
Halo min mau tanya dong pesanan saya nomor 99 itu udah sampai mana ya,order_status,low
kak program affiliate ya kak,out_of_scope,medium
kak tracking pesaanan 456 ??,order_status,extreme
Bayr pake apa,payment_info,high
Boleh tau harga dingin tidak,product_price,medium
duit tetap,product_price,medium
Boleh tau harga dingin itdak makasih,product_price,extreme
Admin permisi apakah stok jaket masih tersedia ?,product_stock,low
Kok lama bgt order ord-001,order_status,medium
Hai stok kaus ada ya kak,product_stock,high
kupluk rajut unisex arctic cozy ready stock,product_stock,high
mau cek stauts pesanan,order_status,extreme
Support ewallet ga,payment_info,medium
tukar barang,out_of_scope,high
lacak pesanan #1,order_status,high
hrg jaket puffer pria omniheat solid bertudung brp,product_price,medium
mas metode byr apa dong,payment_info,high
Arctic Frost Winter Accessories Bundle brp duit,product_price,medium
bergaya ready?,product_stock,low
cara refund gimana,out_of_scope,low
Orderan saya 6imana,order_status,low
kak touchscreen masih ada ga stoknya,product_stock,medium
Admin bayar pake apa thx,payment_info,extreme
maaf ganggu mau cek status order 1 dong,order_status,medium
Permisi hrg campuran brp thanks,product_price,medium
halo min mau tanya dong pesanan saya nomor 67890 itu udah sampai mana ya,order_status,low
min psnan gw 123 kmn ya,order_status,high
mba warna pria ada apa aja thanks,product_description,low
lacak pesanan #1,order_status,medium
hi kenyamanan brp sih thx,product_price,extreme
orderan saya gimana,order_status,low
sis embrace msh ad?,product_stock,medium
mba pesanan gw 12345 kemana ya,order_status,medium
produk beda sama gambar,out_of_scope,low
kak mau tanya pesanan saya dengan nomor ord-001 sudah diproses belum ya,order_status,medium
halo range harga dingin please,product_price,medium
Bos permisi apakah stok aksesori masih tersedia thanks,product_stock,extreme
mba terima bayar di tempat gak makasih,payment_info,low
Mba arctic ukurannya apa aja thx,product_description,high
bisa transfer bak,payment_info,high
Jam buka toko,out_of_scope,medium
Boleh tau harga experience tidak,product_price,low
metode byr apa,payment_info,low
gan dengan berapa duit min,product_price,high
misi order pesanan 999 udah diproses belum min,order_status,high
Gan range harga experience dong,product_price,high
permisi hrg embrace brp ya,product_price,medium
brp warmth,product_price,low
Byr dmn,payment_info,extreme
review jaket,product_description,low
Misi proses refund berapa lama dong,out_of_scope,high
kak tangan masih ada ga stoknya,product_stock,low
hai alamat kantor dong,out_of_scope,medium
Deiit psnan makasih,out_of_scope,high
barang rsuak,out_of_scope,low
kak halo tolong,out_of_scope,high
bang pembayaran via apa,payment_info,high
Permisi bahan syal musim dingin arctic bliss penuh gaya apa thanks,product_description,low
bang kapan pesanan 12345 sampai ya kak,order_status,medium
maaf ganggu mau cek status order id 7788 dong,order_status,low
hi byr dmn,payment_info,high
price chill,product_price,medium
kak chilly masih ad ga stokya,product_stock,extreme
kak jacket-blue-green-l masih ada ga stoknya,product_stock,medium
Permisi paket murah ga min,product_price,medium
hi bs ambil langsung ga please,out_of_scope,medium
Kecewa sama pelayanan,out_of_scope,low
Harga bergaya berapa,product_price,medium
kira kira kehangatan itu harganya berapa ya kak,product_price,high
halo min mau tanya dong pesanan sy nomor nomor 123 itu udah sampai mana ya,order_status,medium
mau tanya apakah arctic bliss stylish winter scarf masih tersedia stoknya,product_stock,low
Accept dana ga,payment_info,high
pembayaran via apa,payment_info,medium
kak kecewa sama pelayanan ?,out_of_scope,low
Sis hrg connected brp ya kak,product_price,medium
paket saya sudah sampai mana,order_status,low
ketersediaan gaya,product_stock,medium
maaf ganggu mau cek status order pesanan 999 dong,order_status,low
Proess refuund berapa lama,out_of_scope,medium
dimana peesanaan saya,order_status,low
permisi spec kehangatan pls,product_description,high
boleh tau harga unmatched tidak,product_price,medium
Ad cicilan ga,payment_info,medium
pembayaran via apa,payment_info,low
pembayaran via apa,payment_info,medium
ketersediaan bersaam makasih,product_stock,medium
Halo min mau tanya dong pesanan saya nomor 789 itu udah sampai mana ya,order_status,medium
gantti ukuran,out_of_scope,low
Arctic warmth wool blend socks sold out?,product_stock,medium
kak boleh tau spesifikasi sarung tangan musim dingin arctic layar sentuh tidak,product_description,extreme
Bos opsi pembayaran ya,payment_info,medium
berapa harga arctic,product_price,high
cek resi 99,order_status,low
halo bisa ambil langsung ga thx,out_of_scope,medium
byr dmn,payment_info,low
hai bliss masih ada dong,product_stock,extreme
Sis warna jaket puffer pria omniheat solid bertudung-biru-hijau-m ada apa aja dong,product_description,extreme
deskripsi omniheat,product_description,medium
terima bca gak,payment_info,high
Kira kira arctic touchscreen winter gloves itu harganya berapa ya kak,product_price,low
admin spec stylish tolong,product_description,high
Kak boleh tau spesifikasi unisex tidak,product_description,medium
hi omniheat men's solid hooded puffer jacket-blue-yellow-l kyk gmn dong,product_description,medium
mau cek status pesanan,order_status,medium
misi kalo mau bayar pake debit bisa ga min,payment_info,extreme
Halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,low
Solid murah ga,product_price,medium
Uang saya kapan dikembalikan,out_of_scope,medium
min chill harganya berapa pls,product_price,high
Misi ada cicilan ga min,payment_info,high
halo admin mau nanya pembayaran bisa pakai apa sjaa ya,payment_info,medium
Deskripsi kupluk rajut unisex arctic cozy,product_description,low
min acc3pt shopeepay ga ya,payment_info,medium
gan bahan omniheat men's solid hooded puffer jacket-blue-green-l apa makasih,product_description,high
hai terima kredivo gak tolong,payment_info,medium
gan permisi mau nanyya harga utk pria brp ya ya kak,product_price,medium
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,medium
Baayr ppake apa,payment_info,medium
Udh dikirim blm 99,order_status,high
bang kpn pesanan 99 sampai makasih,order_status,low
Mau tau lebih detail tentang hooded,product_description,low
Mau tanya dong harga sy4l musim dingin arctic bliss penuh gaya yang ada di toko berapa ya,product_price,low
Admin metode payment ?,payment_info,extreme
chilly ready?,product_stock,low
hi kak boleh tau spesifikasi arctic frost winter accessories bundle tidak,product_description,extreme
hi bahan scarf apa please,product_description,medium
permisi AArctic Frost Winter Accessories mahal ga thanks,product_price,extreme
Dtl gaya,product_description,low
Metode pembayaran apa aja,payment_info,low
Bos ganti ukuran please,out_of_scope,low
dingin brp sih,product_price,medium
Puffer brp duit,product_price,low
Sis kisaran harga bersama,product_price,extreme
Mau komplain,out_of_scope,medium
d3tail campuran,product_description,high
arctic bliss stylish winter scarf berapa duit,product_price,medium
experience brp sih,product_price,medium
Bahan jacket-blue-yyllow-l apa thanks,product_description,high
kak mau tanya pesanan saya dengan nomor #1 sudah diproses belum ya,order_status,low
Halo admin mau nanya pembayran bsa pakai apa saja ya,payment_info,medium
Available dingin,product_stock,medium
min metode peembayaran apa aja thanks,payment_info,extreme
halo min mau tanya dong pesanan saya nomor 123 itu udah sampai mana ya,order_status,high
halo bs bca g min,payment_info,medium
mas available unmatched ya,product_stock,medium
kak warna layar ada apa aja thx,product_description,medium
tracking pesanan nomor 123,order_status,low
Gan harga tetap berapa ya kak,product_price,extreme
kak baiya asrung dong,product_price,medium
Men's brp duit,product_price,medium
cek resi nomor 555,order_status,medium
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M masih ada,product_stock,high
bang range harga bertudung tolong,product_price,medium
chill kosong ga,product_stock,low
Tambah item ke pesanan,out_of_scope,low
sis spesifikasi Syal Musim Dingin Arctic Bliss Penuh Gaya,product_description,medium
Terima cod tidak,payment_info,medium
kak puffer masih ada ga stoknya,product_stock,medium
hi accessories kyk gmn thanks,product_description,extreme
admin pesanan gw id 7788 kemana ya,order_status,low
lacak pesanan 122345,order_status,high
spesifikasi dekapan,product_description,low
min estimasi pengiriman order #99 ?,order_status,medium
sis halo admin mau nanya pembayaran bisa pakai apa saja ya thx,payment_info,high
halo bayar pake apa makasih,payment_info,high
paket saya sudah sampai mana,order_status,medium
misi bisa dijelasin tentang produk touchscreen dong please,product_description,medium
Spec jacket-blue-green-l,product_description,low
tersedai bersama ga,product_stock,extreme
warna accessories ada apa aja,product_description,medium
Spec solid,product_description,low
permisi kelebihan terhubung tolong,product_description,medium
hi sarung tangan musim dingin arctic layar sentuh murah ga pls,product_price,extreme
review bertudung,product_description,high
Halo min mau nanya dekapan masih ready stock tidak ya,product_stock,low
review gloves pls,product_description,high
cuaca hari ini gimana,out_of_scope,extreme
Ommniheat men's solid hooded puffer jacket-blue-yellow-m brp sih,product_price,low
Permisi kaus kaki campuran wol arctic warmth ready ga ??,product_stock,extreme
Hrg omniheat men's solid hooded puffer jacket-blue-yellow-l brp,product_price,extreme
cara bayar orderan,payment_info,low
Barang saya udah dikirim belum,order_status,medium
misi spec OmniHeat Men's Solid Hooded Puffer Jacket min,product_description,medium
gan spesifikasi jacket-blue-yellow-l thx,product_description,medium
Jaket puffer pria omniheat solid bertudung msh ad?,product_stock,low
biaya hoded,product_price,medium
misi kisaran harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M ??,product_price,low
socks brp duit,product_price,medium
Pesanan gw #12345 kemana,order_status,medium
Bahan socks apa,product_description,low
Dinginnya gmn sih,product_description,medium
available chill,product_stock,low
halo aksesori kyk gmn pls,product_description,high
Hangat harganya berapa,product_price,low
selamat siang adminn saya mau cek status pesanan n0mor 1,order_status,low
ketersediaan aksesori,product_stock,low
mas warna Jakett Puffer Pria OmniHeat Solid Bertudung ada apa aja min,product_description,extreme
Info produk arctic bliss stylish winter scarf,product_description,low
dingin kyk gmn,product_description,low
